State_Name,Year,Literacy
Jammu_and_Kashmir,2004,59.012
Jammu_and_Kashmir,2005,60.176
Jammu_and_Kashmir,2006,61.34
Jammu_and_Kashmir,2007,62.504
Jammu_and_Kashmir,2008,63.668
Jammu_and_Kashmir,2009,64.832
Jammu_and_Kashmir,2010,65.996
Jammu_and_Kashmir,2011,67.16
Jammu_and_Kashmir,2012,67.16
Jammu_and_Kashmir,2013,67.16
Jammu_and_Kashmir,2014,67.16
Jammu_and_Kashmir,2015,67.16
Jammu_and_Kashmir,2016,67.16
Jammu_and_Kashmir,2017,67.16
Jammu_and_Kashmir,2018,67.16
Jammu_and_Kashmir,2019,67.16
Jammu_and_Kashmir,1982,NA
Jammu_and_Kashmir,1983,NA
Jammu_and_Kashmir,1984,NA
Jammu_and_Kashmir,1985,NA
Jammu_and_Kashmir,1986,NA
Jammu_and_Kashmir,1987,NA
Jammu_and_Kashmir,1988,NA
Jammu_and_Kashmir,1989,NA
Jammu_and_Kashmir,1990,NA
Jammu_and_Kashmir,1991,NA
Jharkhand,1961,21.14
Jharkhand,1962,21.413
Jharkhand,1963,21.6587
Jharkhand,1964,21.9317
Jharkhand,1965,22.2047
Jharkhand,1966,22.4777
Jharkhand,1967,22.7507
Jharkhand,1968,23.0237
Jharkhand,1969,23.2967
Jharkhand,1970,23.5697
Jharkhand,1971,23.87
Jharkhand,1972,24.986
Jharkhand,1973,26.102
Jharkhand,1974,27.218
Jharkhand,1975,28.334
Jharkhand,1976,29.45
Jharkhand,1977,30.566
Jharkhand,1978,31.682
Jharkhand,1979,32.798
Jharkhand,1980,33.914
Jharkhand,1981,35.03
Jharkhand,1982,35.666
Jharkhand,1983,36.302
Jharkhand,1984,36.938
Jharkhand,1985,37.574
Jharkhand,1986,38.21
Jharkhand,1987,38.846
Jharkhand,1988,39.482
Jharkhand,1989,40.118
Jharkhand,1990,40.754
Jharkhand,1991,41.39
Jharkhand,1992,42.607
Jharkhand,1993,43.824
Jharkhand,1994,45.041
Jharkhand,1995,46.258
Jharkhand,1996,47.475
Jharkhand,1997,48.692
Jharkhand,1998,49.909
Jharkhand,1999,51.126
Jharkhand,2000,52.343
Jharkhand,2001,53.56
Jharkhand,2002,54.845
Jharkhand,2003,56.13
Jharkhand,2004,57.415
Jharkhand,2005,58.7
Jharkhand,2006,59.985
Jharkhand,2007,61.27
Jharkhand,2008,62.555
Jharkhand,2009,63.84
Jharkhand,2010,65.125
Jharkhand,2011,66.41
Jharkhand,2012,66.41
Jharkhand,2013,66.41
Jharkhand,2014,66.41
Jharkhand,2015,66.41
Jharkhand,2016,66.41
Jharkhand,2017,66.41
Jharkhand,2018,66.41
Jharkhand,2019,66.41
Karnataka,1961,29.8
Karnataka,1962,30.503
Karnataka,1963,31.1357
Karnataka,1964,31.8387
Karnataka,1965,32.5417
Karnataka,1966,33.2447
Karnataka,1967,33.9477
Karnataka,1968,34.6507
Karnataka,1969,35.3537
Karnataka,1970,36.0567
Karnataka,1971,36.83
Karnataka,1972,37.768
Karnataka,1973,38.706
Karnataka,1974,39.644
Karnataka,1975,40.582
Karnataka,1976,41.52
Karnataka,1977,42.458
Karnataka,1978,43.396
Karnataka,1979,44.334
Karnataka,1980,45.272
Karnataka,1981,46.21
Karnataka,1982,47.193
Karnataka,1983,48.176
Karnataka,1984,49.159
Karnataka,1985,50.142
Karnataka,1986,51.125
Karnataka,1987,52.108
Karnataka,1988,53.091
Karnataka,1989,54.074
Karnataka,1990,55.057
Karnataka,1991,56.04
Karnataka,1992,57.042
Karnataka,1993,58.044
Karnataka,1994,59.046
Karnataka,1995,60.048
Karnataka,1996,61.05
Karnataka,1997,62.052
Karnataka,1998,63.054
Karnataka,1999,64.056
Karnataka,2000,65.058
Karnataka,2001,66.06
Karnataka,2002,66.99
Karnataka,2003,67.92
Karnataka,2004,68.85
Karnataka,2005,69.78
Karnataka,2006,70.71
Karnataka,2007,71.64
Karnataka,2008,72.57
Karnataka,2009,73.5
Karnataka,2010,74.43
Karnataka,2011,75.36
Karnataka,2012,75.36
Karnataka,2013,75.36
Karnataka,2014,75.36
Karnataka,2015,75.36
Karnataka,2016,75.36
Karnataka,2017,75.36
Karnataka,2018,75.36
Karnataka,2019,75.36
Kerala,1961,55.08
Kerala,1962,56.547
Kerala,1963,57.8673
Kerala,1964,59.3343
Kerala,1965,60.8013
Kerala,1966,62.2683
Kerala,1967,63.7353
Kerala,1968,65.2023
Kerala,1969,66.6693
Kerala,1970,68.1363
Kerala,1971,69.75
Kerala,1972,70.66
Kerala,1973,71.57
Kerala,1974,72.48
Kerala,1975,73.39
Kerala,1976,74.3
Kerala,1977,75.21
Kerala,1978,76.12
Kerala,1979,77.03
Kerala,1980,77.94
Kerala,1981,78.85
Kerala,1982,79.946
Kerala,1983,81.042
Kerala,1984,82.138
Kerala,1985,83.234
Kerala,1986,84.33
Kerala,1987,85.426
Kerala,1988,86.522
Kerala,1989,87.618
Kerala,1990,88.714
Kerala,1991,89.81
Kerala,1992,89.915
Kerala,1993,90.02
Kerala,1994,90.125
Kerala,1995,90.23
Kerala,1996,90.335
Kerala,1997,90.44
Kerala,1998,90.545
Kerala,1999,90.65
Kerala,2000,90.755
Kerala,2001,90.86
Kerala,2002,91.174
Kerala,2003,91.488
Kerala,2004,91.802
Kerala,2005,92.116
Kerala,2006,92.43
Kerala,2007,92.744
Kerala,2008,93.058
Kerala,2009,93.372
Kerala,2010,93.686
Kerala,2011,94
Kerala,2012,94
Kerala,2013,94
Kerala,2014,94
Kerala,2015,94
Kerala,2016,94
Kerala,2017,94
Kerala,2018,94
Kerala,2019,94
Madhya_Pradesh,1961,21.41
Madhya_Pradesh,1962,21.996
Madhya_Pradesh,1963,22.5234
Madhya_Pradesh,1964,23.1094
Madhya_Pradesh,1965,23.6954
Madhya_Pradesh,1966,24.2814
Madhya_Pradesh,1967,24.8674
Madhya_Pradesh,1968,25.4534
Madhya_Pradesh,1969,26.0394
Madhya_Pradesh,1970,26.6254
Madhya_Pradesh,1971,27.27
Madhya_Pradesh,1972,28.406
Madhya_Pradesh,1973,29.542
Madhya_Pradesh,1974,30.678
Madhya_Pradesh,1975,31.814
Madhya_Pradesh,1976,32.95
Madhya_Pradesh,1977,34.086
Madhya_Pradesh,1978,35.222
Madhya_Pradesh,1979,36.358
Madhya_Pradesh,1980,37.494
Madhya_Pradesh,1981,38.63
Madhya_Pradesh,1982,39.234
Madhya_Pradesh,1983,39.838
Madhya_Pradesh,1984,40.442
Madhya_Pradesh,1985,41.046
Madhya_Pradesh,1986,41.65
Madhya_Pradesh,1987,42.254
Madhya_Pradesh,1988,42.858
Madhya_Pradesh,1989,43.462
Madhya_Pradesh,1990,44.066
Madhya_Pradesh,1991,44.67
Madhya_Pradesh,1992,46.577
Madhya_Pradesh,1993,48.484
Madhya_Pradesh,1994,50.391
Madhya_Pradesh,1995,52.298
Madhya_Pradesh,1996,54.205
Madhya_Pradesh,1997,56.112
Madhya_Pradesh,1998,58.019
Madhya_Pradesh,1999,59.926
Madhya_Pradesh,2000,61.833
Madhya_Pradesh,2001,63.74
Madhya_Pradesh,2002,64.298
Madhya_Pradesh,2003,64.856
Madhya_Pradesh,2004,65.414
Madhya_Pradesh,2005,65.972
Madhya_Pradesh,2006,66.53
