State_Name,Year,Fiscal centralisation
Rajasthan,1993,42.43811462
Rajasthan,1994,43.26367274
Rajasthan,1995,34.91358617
Rajasthan,1996,38.95086637
Rajasthan,1997,40.79679501
Rajasthan,1998,33.50898411
Rajasthan,1999,24.19955324
Rajasthan,2000,27.88826072
Rajasthan,2001,19.16107593
Rajasthan,2002,15.87917254
Rajasthan,2003,29.37712224
Rajasthan,2004,18.26082588
Rajasthan,2005,36.59705103
Rajasthan,2006,38.57898533
Rajasthan,2007,44.23578687
Rajasthan,2008,40.67285599
Rajasthan,2009,34.0125884
Rajasthan,2010,40.51402447
Rajasthan,2011,40.5380395
Rajasthan,2012,36.98288372
Rajasthan,2013,35.33326032
Rajasthan,2014,41.50537587
Rajasthan,2015,45.5481421
Rajasthan,2016,37.29742629
Rajasthan,2017,39.5900295
Rajasthan,2018,37.46603396
Sikkim,1962,
Sikkim,1967,
Sikkim,1971,
Sikkim,1974,
Sikkim,1977,
Sikkim,1980,106.6666667
Sikkim,1981,103.125
Sikkim,1982,113.8888889
Sikkim,1983,97.95918367
Sikkim,1984,106.779661
Sikkim,1985,102.5641026
Sikkim,1986,118.5185185
Sikkim,1987,102.020202
Sikkim,1988,105.3097345
Sikkim,1989,103.4782609
Sikkim,1990,93.75
Sikkim,1991,92.25806452
Sikkim,1992,92.22222222
Sikkim,1993,101.5873016
Sikkim,1994,38.21292776
Sikkim,1995,33.59818388
Sikkim,1996,27.52457551
Sikkim,1997,27.26550079
Sikkim,1998,26.47058824
Sikkim,1999,30.92715232
Sikkim,2000,63.95806029
Sikkim,2001,34.55528846
Sikkim,2002,33.40414233
Sikkim,2003,56.22353937
Sikkim,2004,44.16715032
Sikkim,2005,44.3438914
Sikkim,2006,42.95550847
Sikkim,2007,44.95530013
Sikkim,2008,54.28124223
Sikkim,2009,59.89664177
Sikkim,2010,54.68559224
Sikkim,2011,71.82351229
Sikkim,2012,83.98758444
Sikkim,2013,85.88878992
Sikkim,2014,86.30509656
Sikkim,2015,77.10079076
Sikkim,2016,73.6520876
Sikkim,2017,86.77826682
Sikkim,2018,82.26794577
Tamil_Nadu,1962,0.2034581
Tamil_Nadu,1967,0.140889951
Tamil_Nadu,1971,
Tamil_Nadu,1974,
Tamil_Nadu,1977,
Tamil_Nadu,1980,40.53819444
Tamil_Nadu,1981,37.64705882
Tamil_Nadu,1982,35.72335025
Tamil_Nadu,1983,39.35112507
Tamil_Nadu,1984,36.42533937
Tamil_Nadu,1985,38.93877551
Tamil_Nadu,1986,34.54610951
Tamil_Nadu,1987,33.48148148
Tamil_Nadu,1988,32.12862078
Tamil_Nadu,1989,31.72690763
Tamil_Nadu,1990,32.1928736
Tamil_Nadu,1991,25.9562212
Tamil_Nadu,1992,30.36404074
Tamil_Nadu,1993,33.18109157
Tamil_Nadu,1994,34.01141671
Tamil_Nadu,1995,23.28842453
Tamil_Nadu,1996,24.41637964
Tamil_Nadu,1997,25.59695004
Tamil_Nadu,1998,19.86212352
Tamil_Nadu,1999,15.52971826
Tamil_Nadu,2000,15.86061052
Tamil_Nadu,2001,14.18100849
Tamil_Nadu,2002,9.303955154
Tamil_Nadu,2003,18.54299395
Tamil_Nadu,2004,9.963985594
Tamil_Nadu,2005,24.20256803
Tamil_Nadu,2006,23.19874559
Tamil_Nadu,2007,33.88248982
Tamil_Nadu,2008,28.60494919
Tamil_Nadu,2009,24.31985664
Tamil_Nadu,2010,25.02869729
Tamil_Nadu,2011,23.92708608
Tamil_Nadu,2012,21.98471496
Tamil_Nadu,2013,23.48288413
Tamil_Nadu,2014,27.70360481
Tamil_Nadu,2015,29.06522533
Tamil_Nadu,2016,25.88200183
Tamil_Nadu,2017,24.02646505
Tamil_Nadu,2018,27.3857686
Telangana,1962,
Telangana,1967,
Telangana,1971,
Telangana,1974,
Telangana,1977,
Telangana,1980,NA
Telangana,1981,NA
Telangana,1982,NA
Telangana,1983,NA
Telangana,1984,NA
Telangana,1985,NA
Telangana,1986,NA
Telangana,1987,NA
Telangana,1988,NA
Telangana,1989,NA
Telangana,1990,NA
Telangana,1991,NA
Telangana,1992,NA
Telangana,1993,NA
Telangana,1994,NA
Telangana,1995,NA
Telangana,1996,NA
Telangana,1997,NA
Telangana,1998,NA
Telangana,1999,NA
Telangana,2000,NA
Telangana,2001,NA
Telangana,2002,NA
Telangana,2003,NA
Telangana,2004,NA
Telangana,2005,NA
Telangana,2006,NA
Telangana,2007,NA
Telangana,2008,NA
Telangana,2009,NA
Telangana,2010,NA
Telangana,2011,NA
Telangana,2012,NA
Telangana,2013,NA
Telangana,2014,30.37111969
Telangana,2015,29.86992419
Telangana,2016,27.00405982
Telangana,2017,26.73973479
Telangana,2018,26.49771721
Tripura,1962,
Tripura,1967,
Tripura,1971,
Tripura,1974,
Tripura,1977,
Tripura,1980,73.56321839
Tripura,1981,95.6043956
Tripura,1982,101.8348624
Tripura,1983,92.14285714
Tripura,1984,118.4931507
Tripura,1985,111.0526316
Tripura,1986,109.0517241
Tripura,1987,99.31972789
Tripura,1988,100
Tripura,1989,105.2380952
Tripura,1990,96.17706237
Tripura,1991,92.70072993
Tripura,1992,98.36363636
Tripura,1993,87.55832037
Tripura,1994,92.91784703
Tripura,1995,105.9720457
Tripura,1996,102.8665932
Tripura,1997,94.43396226
Tripura,1998,100.5952381
Tripura,1999,86.31074606
Tripura,2000,80.27681661
Tripura,2001,87.64478764
Tripura,2002,76.49158593
Tripura,2003,84.09311348
Tripura,2004,94.77782868
Tripura,2005,107.9431438
Tripura,2006,113.733387
Tripura,2007,112.4552613
Tripura,2008,109.284379
Tripura,2009,116.2848647
Tripura,2010,99.78574738
Tripura,2011,110.8320094
Tripura,2012,111.4547045
Tripura,2013,105.2284769
Tripura,2014,105.0664323
Tripura,2015,99.63817616
Tripura,2016,88.93786695
Tripura,2017,74.00151778
Tripura,2018,82.08458096
Uttar_Pradesh,1962,0.217722189
Uttar_Pradesh,1967,0.187335749
Uttar_Pradesh,1971,
Uttar_Pradesh,1974,
Uttar_Pradesh,1977,
Uttar_Pradesh,1980,67.89044289
Uttar_Pradesh,1981,67.73347324
Uttar_Pradesh,1982,59.47546531
Uttar_Pradesh,1983,53.38645418
Uttar_Pradesh,1984,56.95625759
Uttar_Pradesh,1985,72.44732577
Uttar_Pradesh,1986,51.9199816
Uttar_Pradesh,1987,61.65354331
Uttar_Pradesh,1988,53.36423206
Uttar_Pradesh,1989,50.62712307
Uttar_Pradesh,1990,54.11468707
Uttar_Pradesh,1991,56.58236369
Uttar_Pradesh,1992,52.47813411
Uttar_Pradesh,1993,46.14457831
Uttar_Pradesh,1994,49.64925955
Uttar_Pradesh,1995,42.79448622
Uttar_Pradesh,1996,44.95522699
Uttar_Pradesh,1997,45.1002478
Uttar_Pradesh,1998,36.91275168
Uttar_Pradesh,1999,30.09948518
Uttar_Pradesh,2000,29.82631392
Uttar_Pradesh,2001,34.16928886
Uttar_Pradesh,2002,25.81134825
Uttar_Pradesh,2003,27.06835786
Uttar_Pradesh,2004,37.31002017
Uttar_Pradesh,2005,46.47875239
Uttar_Pradesh,2006,49.23966319
Uttar_Pradesh,2007,54.21400426
Uttar_Pradesh,2008,52.61100959
Uttar_Pradesh,2009,52.03997601
Uttar_Pradesh,2010,52.17523263
Uttar_Pradesh,2011,53.0087661
Uttar_Pradesh,2012,51.45546264
Uttar_Pradesh,2013,52.40698093
Uttar_Pradesh,2014,56.89733916
Uttar_Pradesh,2015,58.02028289
Uttar_Pradesh,2016,51.14706626
Uttar_Pradesh,2017,55.6255139
Uttar_Pradesh,2018,58.15410677
Uttarakhand,1962,
Uttarakhand,1967,
Uttarakhand,1971,
Uttarakhand,1974,
Uttarakhand,1977,
Uttarakhand,1980,NA
Uttarakhand,1981,NA
Uttarakhand,1982,NA
Uttarakhand,1983,NA
Uttarakhand,1984,NA
Uttarakhand,1985,NA
Uttarakhand,1986,NA
Uttarakhand,1987,NA
Uttarakhand,1988,NA
Uttarakhand,1989,NA
Uttarakhand,1990,NA
Uttarakhand,1991,NA
Uttarakhand,1992,NA
Uttarakhand,1993,NA
Uttarakhand,1994,NA
Uttarakhand,1995,NA
Uttarakhand,1996,NA
Uttarakhand,1997,NA
Uttarakhand,1998,NA
Uttarakhand,1999,NA
Uttarakhand,2000,69.58424508
Uttarakhand,2001,51.81786092
Uttarakhand,2002,30.38628945
Uttarakhand,2003,22.21458047
Uttarakhand,2004,43.42732327
Uttarakhand,2005,54.12582427
Uttarakhand,2006,64.2581442
Uttarakhand,2007,61.32322536
Uttarakhand,2008,57.60324751
Uttarakhand,2009,49.355007
Uttarakhand,2010,56.01888981
Uttarakhand,2011,53.33197691
Uttarakhand,2012,55.15672389
Uttarakhand,2013,53.03269959
Uttarakhand,2014,50.98349958
Uttarakhand,2015,46.47749935
Uttarakhand,2016,42.18190452
Uttarakhand,2017,49.76259245
Uttarakhand,2018,48.32678076
West_Bengal,1962,0.200819672
West_Bengal,1967,0.128711718
West_Bengal,1971,
West_Bengal,1974,
West_Bengal,1977,
West_Bengal,1980,42.86995516
West_Bengal,1981,44.51219512
West_Bengal,1982,53.57583231
West_Bengal,1983,47.55606671
West_Bengal,1984,29.89307299
West_Bengal,1985,50.75221239
West_Bengal,1986,42.99481097
West_Bengal,1987,39.66314399
West_Bengal,1988,42.44604317
West_Bengal,1989,39.05817175
West_Bengal,1990,42.92121685
West_Bengal,1991,38.26070624
West_Bengal,1992,40.5720339
West_Bengal,1993,40.24037069
West_Bengal,1994,45.01375966
West_Bengal,1995,40.3199629
West_Bengal,1996,41.15035707
West_Bengal,1997,48.7987988
West_Bengal,1998,48.90121463
West_Bengal,1999,13.04236332
West_Bengal,2000,22.79677886
West_Bengal,2001,20.50438128
West_Bengal,2002,19.78325634
West_Bengal,2003,18.64347556
West_Bengal,2004,25.54537057
West_Bengal,2005,33.6600572
West_Bengal,2006,31.67061854
West_Bengal,2007,35.44657305
West_Bengal,2008,30.95711902
West_Bengal,2009,24.75219176
West_Bengal,2010,36.98585287
West_Bengal,2011,43.27229072
West_Bengal,2012,40.83502698
West_Bengal,2013,37.29958418
West_Bengal,2014,43.76198305
West_Bengal,2015,55.57646826
West_Bengal,2016,48.14902542
West_Bengal,2017,50.21677362
West_Bengal,2018,51.18066051
